signal_id,source_type,source_name,source_url,title,text,company_name,location,industry,published_at,expected_products,expected_priority
SIG-DEMO-0037,company_page,Company Website,https://demo.example.com/signals/sig-demo-0037,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-09,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0038,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0038,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-10,SULPHUR,HIGH
SIG-DEMO-0039,company_page,Company Website,https://demo.example.com/signals/sig-demo-0039,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-11,PROPYLENE,HIGH
SIG-DEMO-0040,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0040,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-12,LDO,CRITICAL
SIG-DEMO-0041,tender,GeM,https://demo.example.com/signals/sig-demo-0041,Tender for Bitumen VG-30 for highway widening package,Supply of 500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-13,BITUMEN,CRITICAL
SIG-DEMO-0042,news,Business News RSS,https://demo.example.com/signals/sig-demo-0042,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-14,FO|LSHS|HSD,HIGH
SIG-DEMO-0043,company_page,Company Website,https://demo.example.com/signals/sig-demo-0043,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-01,HEXANE,HIGH
SIG-DEMO-0044,tender,eProcure,https://demo.example.com/signals/sig-demo-0044,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 1250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-02,HSD,CRITICAL
SIG-DEMO-0045,news,Industry RSS,https://demo.example.com/signals/sig-demo-0045,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-03,JBO,MEDIUM
SIG-DEMO-0046,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0046,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-04,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0047,company_page,Company Website,https://demo.example.com/signals/sig-demo-0047,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-05,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0048,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0048,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-06,SULPHUR,HIGH
SIG-DEMO-0049,company_page,Company Website,https://demo.example.com/signals/sig-demo-0049,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-07,PROPYLENE,HIGH
SIG-DEMO-0050,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0050,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-08,LDO,CRITICAL
SIG-DEMO-0051,tender,GeM,https://demo.example.com/signals/sig-demo-0051,Tender for Bitumen VG-30 for highway widening package,Supply of 3000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-09,BITUMEN,CRITICAL
SIG-DEMO-0052,news,Business News RSS,https://demo.example.com/signals/sig-demo-0052,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 3250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-10,FO|LSHS|HSD,HIGH
SIG-DEMO-0053,company_page,Company Website,https://demo.example.com/signals/sig-demo-0053,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-11,HEXANE,HIGH
SIG-DEMO-0054,tender,eProcure,https://demo.example.com/signals/sig-demo-0054,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 3750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-12,HSD,CRITICAL
SIG-DEMO-0055,news,Industry RSS,https://demo.example.com/signals/sig-demo-0055,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-13,JBO,MEDIUM
SIG-DEMO-0056,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0056,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-14,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0057,company_page,Company Website,https://demo.example.com/signals/sig-demo-0057,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-01,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0058,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0058,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-02,SULPHUR,HIGH
SIG-DEMO-0059,company_page,Company Website,https://demo.example.com/signals/sig-demo-0059,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-03,PROPYLENE,HIGH
SIG-DEMO-0060,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0060,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-04,LDO,CRITICAL
SIG-DEMO-0061,tender,GeM,https://demo.example.com/signals/sig-demo-0061,Tender for Bitumen VG-30 for highway widening package,Supply of 5500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-05,BITUMEN,CRITICAL
SIG-DEMO-0062,news,Business News RSS,https://demo.example.com/signals/sig-demo-0062,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 5750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-06,FO|LSHS|HSD,HIGH
SIG-DEMO-0063,company_page,Company Website,https://demo.example.com/signals/sig-demo-0063,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-07,HEXANE,HIGH
SIG-DEMO-0064,tender,eProcure,https://demo.example.com/signals/sig-demo-0064,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 6250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-08,HSD,CRITICAL
SIG-DEMO-0065,news,Industry RSS,https://demo.example.com/signals/sig-demo-0065,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-09,JBO,MEDIUM
SIG-DEMO-0066,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0066,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-10,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0067,company_page,Company Website,https://demo.example.com/signals/sig-demo-0067,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-11,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0068,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0068,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-12,SULPHUR,HIGH
SIG-DEMO-0069,company_page,Company Website,https://demo.example.com/signals/sig-demo-0069,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-13,PROPYLENE,HIGH
SIG-DEMO-0070,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0070,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-14,LDO,CRITICAL
SIG-DEMO-0071,tender,GeM,https://demo.example.com/signals/sig-demo-0071,Tender for Bitumen VG-30 for highway widening package,Supply of 8000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-01,BITUMEN,CRITICAL
SIG-DEMO-0072,news,Business News RSS,https://demo.example.com/signals/sig-demo-0072,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 8250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-02,FO|LSHS|HSD,HIGH
SIG-DEMO-0073,company_page,Company Website,https://demo.example.com/signals/sig-demo-0073,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-03,HEXANE,HIGH
SIG-DEMO-0074,tender,eProcure,https://demo.example.com/signals/sig-demo-0074,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 8750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-04,HSD,CRITICAL
SIG-DEMO-0075,news,Industry RSS,https://demo.example.com/signals/sig-demo-0075,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-05,JBO,MEDIUM
SIG-DEMO-0076,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0076,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-06,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0077,company_page,Company Website,https://demo.example.com/signals/sig-demo-0077,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-07,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0078,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0078,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-08,SULPHUR,HIGH
SIG-DEMO-0079,company_page,Company Website,https://demo.example.com/signals/sig-demo-0079,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-09,PROPYLENE,HIGH
SIG-DEMO-0080,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0080,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-10,LDO,CRITICAL
SIG-DEMO-0081,tender,GeM,https://demo.example.com/signals/sig-demo-0081,Tender for Bitumen VG-30 for highway widening package,Supply of 500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-11,BITUMEN,CRITICAL
SIG-DEMO-0082,news,Business News RSS,https://demo.example.com/signals/sig-demo-0082,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-12,FO|LSHS|HSD,HIGH
SIG-DEMO-0083,company_page,Company Website,https://demo.example.com/signals/sig-demo-0083,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-13,HEXANE,HIGH
SIG-DEMO-0084,tender,eProcure,https://demo.example.com/signals/sig-demo-0084,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 1250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-14,HSD,CRITICAL
SIG-DEMO-0085,news,Industry RSS,https://demo.example.com/signals/sig-demo-0085,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-01,JBO,MEDIUM
SIG-DEMO-0086,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0086,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-02,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0087,company_page,Company Website,https://demo.example.com/signals/sig-demo-0087,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-03,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0088,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0088,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-04,SULPHUR,HIGH
SIG-DEMO-0089,company_page,Company Website,https://demo.example.com/signals/sig-demo-0089,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-05,PROPYLENE,HIGH
